"decade","genre","platform","num_games","total_na_sales","total_eu_sales","total_jp_sales","total_other_sales","total_global_sales"
2010,"Trivia/Board Game","Wii","28","5.53","1.61","0.17","0.60","7.90"
2010,"Racing","WiiU","3","3.47","2.46","1.29","0.56","7.77"
2010,"Fitness","X360","10","4.73","1.92","0","0.57","7.24"
2010,"Simulation","PS3","33","2.34","2.32","1.49","0.88","7.06"
2010,"Platform","DS","19","3.73","2.25","0.53","0.57","7.04"
2010,"Platform","PS4","10","2.12","3.32","0.49","0.99","6.94"
2010,"Sports","3DS","29","1.72","2.34","2.40","0.40","6.88"
2010,"Adventure","PSV","88","1.13","1.44","3.07","0.80","6.44"
2010,"Simulation","X360","21","3.69","2.04","0.13","0.54","6.37"
2010,"Fighting","WiiU","5","3.25","1.43","0.99","0.67","6.36"
2010,"Racing","Wii","29","3.63","1.97","0.01","0.53","6.22"
2010,"Adventure","PSP","169","0.15","0.03","6.02","0.03","6.22"
2010,"Shooter","WiiU","10","2.38","1.71","1.52","0.55","6.17"
2010,"Puzzle","3DS","19","1.22","2.12","1.78","0.35","5.48"
2010,"Educational","DS","21","1.67","2.29","0.71","0.47","5.13"
2010,"Adventure","XOne","14","2.74","1.89","0.03","0.44","5.09"
2010,"Adventure","3DS","38","1.10","0.80","2.93","0.18","5.00"
2010,"Sports","PSV","22","1.38","1.62","1.03","0.73","4.74"
2010,"Platform","X360","10","2.58","1.72","0","0.44","4.73"
2010,"Shooter","Wii","19","3.15","1.07","0.01","0.38","4.61"
2010,"Strategy","DS","16","2.55","0.76","0.99","0.28","4.59"
2010,"Shooter","PSV","5","1.77","1.76","0.24","0.82","4.57"
2010,"Adventure","Wii","25","2.45","1.62","0","0.36","4.43"
2010,"Simulation","Wii","21","2.82","1.11","0.10","0.33","4.39"
2010,"Role-Playing","Wii","11","1.14","0.54","2.47","0.17","4.31"
2010,"Educational","Wii","10","3.01","0.85","0","0.33","4.20"
2010,"Racing","DS","14","2.26","1.23","0.04","0.33","3.89"
2010,"Rhythm/Music","3DS","15","0.70","0.29","2.79","0.08","3.86"
2010,"Sports","PS2","16","1.56","1.08","0.35","0.84","3.83"
2010,"Sports","DS","28","1.97","0.56","0.81","0.23","3.55"
2010,"Strategy","PSP","27","0.29","0.21","2.85","0.12","3.48"
2010,"Rhythm/Music","WiiU","13","1.62","1.07","0.48","0.26","3.44"
2010,"Trivia/Board Game","X360","18","2.76","0.42","0","0.24","3.43"
2010,"Racing","PC","36","0.50","2.31","0","0.49","3.32"
2010,"Fighting","PSV","16","1.33","0.70","0.67","0.48","3.15"
2010,"Rhythm/Music","PS4","8","1.45","1.15","0.02","0.51","3.15"
2010,"Trivia/Board Game","DS","20","2.31","0.24","0.39","0.22","3.12"
2010,"Rhythm/Music","XOne","9","2.13","0.64","0","0.27","3.05"
2010,"Platform","PSV","10","0.92","1.42","0.06","0.61","3.03"
2010,"Racing","PSV","11","0.90","1.32","0.16","0.56","2.95"
2010,"Fighting","PSP","19","0.67","0.34","1.73","0.21","2.94"
2010,"Strategy","PS3","20","0.79","0.68","1.16","0.29","2.91"
2010,"Sports","PC","26","0.49","1.99","0","0.40","2.91"
2010,"Sports","WiiU","8","1.25","0.81","0.40","0.20","2.69"
2010,"Simulation","PSP","19","0.15","0.62","1.62","0.32","2.69"
2010,"Role-Playing","WiiU","6","0.86","0.62","0.83","0.13","2.47"
2010,"Trivia/Board Game","PS3","16","1.03","0.90","0.09","0.36","2.42"
2010,"Fighting","XOne","7","1.58","0.52","0.01","0.23","2.31"
2010,"Rhythm/Music","PSP","12","0.17","0.07","1.89","0.04","2.17"
2010,"Party/Minigames","3DS","4","0.77","0.67","0.55","0.13","2.13"
2010,"Strategy","3DS","15","0.78","0.35","0.83","0.11","2.09"
2010,"Strategy","X360","8","1.28","0.60","0.02","0.18","2.06"
2010,"Adventure","PC","34","0.18","1.57","0","0.29","2.06"
2010,"Party/Minigames","DS","11","0.96","0.78","0.02","0.18","1.95"
2010,"Puzzle","Wii","9","0.76","0.26","0.68","0.08","1.78"
2010,"Strategy","Wii","10","0.71","0.28","0.69","0.09","1.77"
2010,"Rhythm/Music","PSV","12","0.32","0.20","0.96","0.15","1.64"
2010,"Rhythm/Music","DS","12","0.73","0.13","0.66","0.08","1.57"
2010,"Party/Minigames","X360","7","0.82","0.52","0","0.13","1.49"
2010,"Action","PS2","6","0.53","0.46","0.03","0.40","1.43"
2010,"Shooter","DS","7","1.17","0.16","0","0.09","1.42"
2010,"Compilation","PS3","5","0.89","0.25","0.05","0.18","1.36"
2010,"Puzzle","WiiU","4","0.66","0.36","0.22","0.10","1.33"
2010,"Shooter","3DS","7","0.66","0.35","0.20","0.09","1.29"
2010,"Party/Minigames","PS3","5","0.30","0.69","0","0.26","1.25"
2010,"Strategy","WiiU","3","0.51","0.35","0.31","0.07","1.24"
2010,"Fitness","PS3","3","0.51","0.47","0","0.20","1.17"
2010,"Fitness","WiiU","2","0.45","0.31","0.21","0.07","1.03"
2010,"Educational","3DS","4","0.38","0.15","0.44","0.05","1.02"
2010,"Card Game/Casino","3DS","10","0.07","0.12","0.79","0.02","1.00"
2010,"Shooter","PSP","4","0.36","0.28","0.18","0.18","0.99"
2010,"Fighting","DS","6","0.08","0","0.90","0","0.98"
2010,"Visual Novel","PSV","4","0.37","0.17","0.28","0.16","0.96"
2010,"Racing","PSP","4","0.35","0.30","0.02","0.18","0.85"
2010,"Simulation","PS4","9","0.15","0.37","0.22","0.09","0.83"
2010,"Compilation","DS","7","0.57","0.18","0","0.07","0.82"
2010,"Fighting","Wii","5","0.43","0.19","0.13","0.07","0.81"
2010,"Compilation","Wii","6","0.49","0.25","0","0.07","0.81"
2010,"Platform","XOne","4","0.44","0.29","0","0.07","0.81"
2010,"Rhythm/Music","PC","2","0.41","0.28","0","0.08","0.78"
2010,"Compilation","3DS","8","0.43","0.10","0.17","0.05","0.76"
2010,"Compilation","XOne","1","0.47","0.21","0.01","0.07","0.75"
2010,"Puzzle","PC","15","0.06","0.49","0","0.12","0.66"
2010,"Strategy","PS4","9","0.15","0.15","0.29","0.06","0.64"
2010,"Adventure","WiiU","4","0.27","0.17","0.14","0.05","0.60"
2010,"Misc","XOne","2","0.3","0.23","0.02","0.04","0.59"
2010,"Educational","X360","2","0.40","0.11","0","0.04","0.55"
2010,"Simulation","XOne","3","0.28","0.21","0","0.05","0.54"
2010,"Platform","PSP","3","0.20","0.17","0.03","0.10","0.50"
2010,"Puzzle","PSV","4","0.19","0.15","0.06","0.07","0.46"
2010,"Visual Novel","PSP","3","0","0","0.45","0","0.45"
2010,"Compilation","X360","5","0.28","0.13","0","0.03","0.44"
2010,"Simulation","PSV","8","0.05","0.15","0.16","0.06","0.43"
2010,"Fitness","XOne","2","0.25","0.14","0","0.03","0.41"
2010,"Strategy","PSV","9","0.05","0.05","0.27","0.03","0.40"
2010,"Adventure","PS2","16","0.02","0.01","0.36","0","0.40"
2010,"Strategy","XOne","3","0.26","0.10","0","0.03","0.38"
2010,"Trivia/Board Game","3DS","2","0.22","0","0.12","0.01","0.35"
2010,"Card Game/Casino","DS","4","0.16","0.10","0.04","0.02","0.33"
2010,"Platform","PC","6","0.03","0.22","0","0.06","0.33"
2010,"Platform","PS2","2","0.18","0.10","0","0.05","0.32"
2010,"Simulation","WiiU","1","0.15","0.04","0","0.02","0.21"
2010,"Puzzle","PS3","2","0.13","0","0.04","0.01","0.18"
2010,"Card Game/Casino","PSP","6","0","0","0.15","0","0.15"
2010,"Puzzle","X360","1","0.13","0","0","0.01","0.14"
2010,"Trivia/Board Game","XOne","1","0.1","0.02","0","0.01","0.13"
2010,"Fighting","PC","4","0.01","0.12","0","0","0.13"
2010,"Compilation","PSP","3","0","0.07","0.03","0.03","0.12"
2010,"Educational","PC","2","0.09","0","0","0","0.10"
2010,"Trivia/Board Game","PSP","2","0","0","0.10","0","0.10"
2010,"Puzzle","PSP","1","0.07","0","0","0.01","0.08"
2010,"Compilation","PS4","1","0.06","0","0","0.01","0.07"
2010,"Compilation","PSV","1","0","0.05","0","0.01","0.06"
2010,"Shooter","PS2","1","0.03","0.02","0","0.01","0.06"
2010,"Trivia/Board Game","PC","2","0","0.04","0","0.02","0.06"
2010,"Card Game/Casino","PS3","2","0","0","0.05","0","0.05"
2010,"Card Game/Casino","PSV","1","0","0","0.05","0","0.05"
2010,"Compilation","PC","2","0","0.04","0","0","0.04"
2010,"Trivia/Board Game","WiiU","1","0","0","0.03","0","0.03"
2010,"Card Game/Casino","PS2","2","0","0","0.03","0","0.03"
2010,"Party/Minigames","PC","1","0.03","0","0","0","0.03"
2010,"Misc","PS4","1","0","0.01","0","0","0.02"
2010,"Visual Novel","DS","1","0","0","0.02","0","0.02"
2010,"Role-Playing","PS2","1","0","0","0.02","0","0.02"
2010,"Puzzle","PS4","1","0","0.02","0","0","0.02"
2010,"Fighting","PS2","1","0","0","0.01","0","0.01"
2010,"Educational","WiiU","1","0","0","0.01","0","0.01"
2020,"Simulation","DS","1","0.27","0","0","0.02","0.29"
